i,v_i,xi_i,Q_i
1,"[169427.11476277804, 100608.49418800825, 3.181239880972012, 3.591859575404726, 55630.46560801265, 17178.45226712095, 56309.119931720554, 13861.107741508178, 13.495289468231297, 26.98805938322438, 2765.0, 2300.0]","[32.1323417634418, -3.20286552015865, -5.215525874187817, -1.6420868849400652, -5.848842257330393, 1.632201463123803, 10.535663171626727, 0.35723092947719676, -4.970374876082184, -2.676452047592266, -4.003978967800522, 8.479632054861183, 4.111847389112213, -7.974140918999832, -4.881834940098761, 2.310048170685647, -1.2752727555501355, -2.850312378113177, -1.6651148812453496, 0.23561822290913403, -1.9639699089287315, -1.3692612482769237, -5.379605335076829, -2.5523297585671503, 0.6153790640867723, -0.24653157850581417, -3.668130834177842, -2.77796170625287, 0.7898948910116338, -0.1675687730188512, 1.8943426860768846, -0.44840698140548957, -3.407632211582949, -3.0280952758307613, 0.09201591778952363, -2.0561245014140046, -0.5319830540402313, 0.36805299450427414, 2.022967019911774, -1.893190284103415, 1.2532777577048735, -4.080797203499243, 1.5434507013464143, -0.5746990087799659, 1.1043606346099013, 2.296507893580269, 2.602490168685523, 0.8546701237319804, -1.2525397188875942, 1.7400373719852589, 1.978298703792718, -2.0086103027789544, -1.307482874166937, 2.327285158728477, 0.6947688317709237, 0.7281038680472137, 2.312512373364967, -0.0595948287343944, 0.07599647355835049, 0.6989046171341605, 1.3098087843754942, -1.678603021652664, 1.4594717013940905, -1.3019777857701567, -0.8569169285888667, -0.3465312770812045, -7.775077752043843e-05, 1.9626198898773073, -0.27517142873541023, 0.051971635157374796, 1.7524966315133463, 2.0783859958664523, -0.23161259312508892]",542607692484.3157
1,"[169403.6759531712, 100608.502223307, 3.5897149032533364, 1.7944176880348865, 55632.25781420377, 17178.052186812532, 56309.14976142406, 13861.191734898926, 1823.7994981318332, 3908.057977029273, 2765.0, 2300.0]","[33.68387064486811, 1.7826709711418218, 12.79031295323475, -3.713927111829457, -4.786653418404279, 1.5642172236202398, -7.177122558626073, 6.894120744873144, -2.1298938775695517, 9.165560313780231, 3.763392868221764, 8.7371114941888, 2.4414730880719406, 1.5167319175434626, 0.7670935475977004, 0.7566880478654564, -9.560502000626549, -5.103429901764961, -5.6887505748593705, -4.240606668923139, -4.196390531550539, -0.3723437094854366, 0.5264541554828501, 1.503548781623182, 3.4955370310831824, 2.558885075267026, -8.660864349146873, -1.029927111501255, -2.712204668434917, -0.578355860255174, -0.7427336464359114, 0.14260263797139547, 0.4748862752993487, -2.7675894940668897, -3.5571109769835725, 2.237787393462982, -0.31527537860886845, -1.5143207863794867, -2.1717835108189827, 3.9868492494749006, -2.013733650722204, 0.18118782163575498, 0.5565750069641581, -1.8517953052916551, -2.1692430893216277, -0.2522125337652065, 0.05803383018623059, -0.9685293771021742, -0.1996985620346249, -1.3310267547873427, -0.1994858130722613, -2.176416640670578, 1.9283199392465549, 1.7177511032599648, 1.2462271068201831, 4.9861783752674445, -0.09976992917019611, 1.2290002812120029, -1.9641134579373085, 2.6042912670961758, -0.6925198377701036, 1.4303684161322994, -0.3262848955674628, 3.0518552938971277, 0.6220770387653325, 0.8525777987025894, 0.33151381628147797, 0.05083828909227709, -0.9411845520345976, 0.0833663980539091, -1.3613321415877753, 0.09434224546030838, 0.2826585492663482]",199615207828.87082
1,"[169403.6759531712, 100608.502223307, 3.5897149032533364, 1.7944176880348865, 55632.25781420377, 17178.052186812532, 56309.14976142406, 13861.191734898926, 1823.7994981318332, 3908.057977029273, 2765.0, 2300.0]","[32.25958152928513, -8.04390964676938, -8.82882815072652, -2.821458829645713, -11.93718637050868, 5.457568399395481, 7.220334916857714, -3.2489289467091482, 7.831785306268405, -1.7191853911384685, 4.202644870809686, -9.165740660905854, 3.630729880288631, 1.9583244462054286, -0.3638873316373154, 2.00749921332567, -7.936694992637394, 4.230569926967663, 0.9767091751951342, -5.740864865210126, -1.4260701853668987, -1.2403787114111928, 0.5391643379077767, 7.995864300535962, -2.91145764586853, -0.23712205878689538, -5.281110420097143, 1.7844681677471101, 0.9834419456932927, 1.6313773782634808, 4.197566562720781, 0.1177525828478619, -0.7284256399703809, 1.6435810778768085, 1.2132069598667343, -2.7143533055359508, -0.041302015574540975, -1.8560472422021128, 1.1344496982535865, -1.9230626979318963, 1.673594752224435, 1.165340975076637, 1.2637676901318466, 1.34454294888613, 0.5983005062064057, 0.47512281126174266, -0.8025863312264158, 0.31795347682636405, 1.2133240999390236, -0.801080805714929, -0.09977775048999334, -1.6191192111474573, 0.9534368382220989, -0.8147587347808932, -1.1964854512147003, -1.2512039941456543, -1.0993911031196006, -0.07500231224181246, 0.9532048496488855, -0.795785866463777, -0.1626537815358894, -0.05721479051840132, 0.8007657563818388, -2.9215212798828634, -0.2729771318286648, -1.2649846505558597, 1.114046365743021, 0.4750385902356953, -0.5104552433844761, 1.0749497561530603, 0.3799133439459429, -2.1939143794835787, -0.07135343547928753]",200857565880.76422
1,"[169388.3122298352, 121169.0139216842, 3.3111607296607204, 3.779112397298795, 55630.00198723814, 17178.228332746916, 56309.04378137001, 13861.041749239464, 8.067528230287328, 28.87384218140971, 2765.0, 2300.0]","[32.56467423765148, -7.064494622660011, 10.417324886300516, -7.3055264888363025, -3.345386525551937, -7.417482357979402, -5.782357708317239, 2.518235497245384, 5.310016933716047, 3.786438115788191, 7.8637275034415435, 11.116277095654395, -2.268271968592378, 2.3322928244629635, 2.102801297486087, -3.0225813419317284, -9.413979034562432, 4.9215166729372575, 0.9986670084473978, 5.626010253519763, 0.3819566153168756, -4.224487639013113, 4.88496209466632, 2.957790862619525, -0.098367909948249, -4.572047042057519, -1.7602558071752623, -1.247220461672163, 1.4485123891073377, 1.9702898418139694, -5.1377472561505, -0.7854485110752337, 2.3157785747260684, 0.5599016173937341, -2.177175433097756, -5.0551668435051615, 0.5474826528293735, 3.7352320599879967, -1.2159162721601842, 1.95843083134877, 0.2931470098660634, -1.7567733913731334, -0.33147291599233775, 0.22245215590685663, -0.7337771471298064, 0.9305090345828088, 0.6724139408209914, 0.1463948429386825, 0.3452266894258557, -0.7420831478015245, -0.423731664473203, 1.8307497512437634, 0.8411544402562535, 3.115094293194687, -0.20843014691376452, 2.567938422807749, 1.2010758427608463, 0.8579402651174197, -0.20644022213965868, 1.3529248700215148, 0.16455212686131873, -1.0896782589370693, 0.17358965490233796, -0.7302668927153941, -1.7175001940099803, 2.257702166690062, -0.27930860572214267, 0.01438344840942337, 1.2326916724213894, -0.945164314587401, -0.9313731555243329, 0.12683953075758705, 1.961420178140582]",207900289646.64417
1,"[169409.5767179382, 110160.43390057827, 3.1812386603939617, 3.9821156743797297, 55632.257813698714, 17178.228331600385, 56309.14522819854, 13861.12991185873, 197.23346033089902, 26.998449885698786, 2765.0, 2300.0]","[33.207011204162015, -5.105178891222038, -12.311607245601117, 5.949373181843786, 0.2293952612486646, 5.78257083392631, -7.264542078426354, 0.04395265292106883, -0.8425053477758243, 7.607076506417501, -0.32272822899226294, -9.587311967426322, 1.545257210567541, 3.43296716242539, 1.3375149632837966, 0.46310781919248895, 0.2793012344309557, 4.606664883838655, -4.934085292065386, 0.665328690015283, 0.9121570749798084, 4.496024935328042, 3.0449411271616906, 0.9021138801129648, 2.383394866585991, -2.397003426409614, -4.3777927100654175, -1.048830643398633, -0.05410691243109095, -0.6486415578713677, -0.3769072925968529, 0.5638964743436139, 2.997823887558418, 1.7159612115394214, 1.7889615655492122, 4.719826425011763, -1.963311911947718, 0.2991979196883691, 0.47313837762555583, -0.6295497588180566, 1.4780335419067858, -0.9228719798068172, -1.078519142173087, 1.1379836438413813, -0.278047608193121, -2.2203270522236926, -0.969317358287083, -1.226351868096772, -0.3761128801212983, -3.269859949963009, 0.6338616073700654, 1.8626645900493848, 0.3202505318881605, 0.30896103527105717, -0.4079914180715782, 0.6148560153393685, 1.2017531865143753, -0.6991474727523386, 0.1241971293767472, 0.376310397649441, -0.9352804375709638, 0.3857102826351445, 1.4502333093455877, -2.7635386411748093, -1.3166846984607212, 0.15820512724847366, -1.0585396752281115, -0.5399410692846309, 1.8852731010812191, -0.9822451205547076, 1.0120345808571956, -1.9931702730127683, -1.2639977720838451]",740327987391.5222
1,"[169388.31223522368, 129909.8638515024, 3.1812405685449763, 3.58545676506948, 55630.129305016, 17178.00494110844, 56309.145817041965, 13861.218170847402, 197.23085027886955, 10648.029952333742, 2765.0, 2300.0]","[32.569583467769334, -7.787472770544341, -9.233666363284193, -10.404849926192055, -6.464403100352675, 4.63205256529459, -5.124937562606694, 6.000211217337527, -4.1927314522015715, -0.8278179450426973, -6.89041284060325, 5.431961848376071, -9.395334413760446, -5.3368326024792125, 0.6383410917554908, 3.477492301279724, -2.0091987798247293, -1.018709843504924, -0.18020833875498274, 2.0366654854080752, 5.600327124041361, 4.177633255073992, 1.7631774280936532, 2.0689790972893567, 1.485961030919001, 4.376503260355965, 3.9913738607699174, -1.1654924735985273, 0.28144670373854275, 1.0742965627087615, -0.9335949363366325, -0.9890615271570339, 2.6267517704764627, -1.2284562419301341, 0.9151026041152143, 0.7137710144348421, -2.5308146530241085, -0.6104208522297413, -1.4973365181338232, 3.620466618618259, -0.18962744036246515, 1.2901641912281239, -2.782173811681076, 0.5295850580081621, 0.038794728954085526, -1.521590388293513, 1.088471692107721, -1.605736486800168, -2.8823356155599207, -0.509459235213633, -0.21312956536416502, -1.4737080015868986, -1.6335241717722175, 1.2890094638187755, 0.5076874801552506, -0.703301354346402, -0.523314562149178, -1.9203152505453465, 1.4403879217710498, 1.1775680461336575, -1.544398196372013, 0.11689687679826663, -0.7253647483312046, 1.2331847444665764, -0.597309207947096, -0.9776466525769232, 0.6730743832253534, 0.8382871994170886, 1.7532606504387458, -0.2083040835209688, 1.110715600049975, 0.6089473540178268, 1.3484380677808143]",242879954761.13065
1,"[169392.0123890566, 129909.85105906682, 1.8694832089934341, 3.06450085520129, 55630.19810265037, 17178.01466689782, 56309.23494743033, 13861.107741627862, 66.15439298101015, 28.871388764395345, 2765.0, 2300.0]","[33.18171145941146, -7.926006383097039, 1.2339156330354841, -2.2891651284456582, 8.286411512227636, -4.9215476036918595, -3.2940906730946553, -0.12452997060139288, -2.4176645735111917, 10.796208169670809, -2.851320649031098, -5.8518569225819865, -4.515472931370564, -4.624591128480359, -5.239469003428066, -1.36683698597849, 1.9411511315484562, 2.695045511368644, 1.1871302119279614, -2.756214861555668, -3.84234367380867, 0.5766755603586724, -3.0853281664440577, 6.820529099665584, -1.188791935448157, 4.250058565689815, 2.3605629549251144, 1.0507687492627533, 3.7945548374495184, -3.237992035669813, 5.522220287056416, 2.8350647890642886, 1.7918847748764626, 0.953847498786901, 1.1954729861960551, -1.13481355188523, 0.1960044224747897, 4.174914107974734, 0.4652132485844972, 1.0468044934226681, -1.375686109254775, -1.007725831684951, -0.34539960622085, -0.5221825189697196, 0.8762279918123546, 2.2197860231905984, 2.450432805101578, 1.517354488647606, -1.1637378381368895, 0.6922824281787985, 0.6035594456889488, -1.7910724711528356, -3.2479945531808325, -0.24442035120370292, -1.2047032054402622, -0.4532369829187189, -0.27447367668975736, 0.6597480810601556, -0.05599310356203983, -0.8875026227478207, -0.9192616475189104, 1.2722569059618425, 1.740033950548239, -0.17851544673052783, -0.3086239893335248, 0.9545301064924614, -0.7092765338104003, -1.4378563655168368, -0.09095528108503499, 1.4406147430428462, -0.8855112153522479, -0.36663254372617815, 0.5152670565972556]",433537884598.31635
1,"[169409.57660771342, 121913.59703189594, 3.3111606856218136, 3.7791121310331306, 55632.257814189616, 17178.091330139803, 56309.22364871361, 13861.129911203943, 13.49551837370917, 26.99095115231372, 2765.0, 2300.0]","[33.13334538159491, -3.7574965550093338, -6.621560380122162, -6.038171042905757, -1.6898560887082221, -4.881700340244595, -6.4230757141384185, 9.336699884149201, -4.929554642773216, 0.6950034207029329, -2.7273669238931233, -1.786902598217118, 7.121119974916764, 4.443224784046805, 3.1105802999788374, -0.6747242739247324, -1.1960041759630118, 1.9174085320286893, -1.6045324583200797, 0.5196035432775715, -2.113582040975424, 1.024809407415499, -3.8405085960390184, -0.24291834984783492, -2.3188068703914855, 1.2503207477176086, -0.8556954822740824, -2.83489036303116, -1.902352043108053, 1.4576284055988575, 0.4604331985759382, -0.6511233329912396, 0.5788797872201115, -2.742102545743698, -3.9768875640722787, 0.5373247023710133, 0.2712550465667936, 2.3044674677324752, -3.03869249450015, -3.795559515666475, -1.066571201016313, 1.205292602638174, 0.19774317135662517, 2.0442012024374963, 0.8862235775043017, 2.3997773786701493, 0.6306670631144965, -0.398345097105754, 0.893905089668356, 0.47533519860983164, -1.6344739145611547, -1.6601508313572475, -0.8752951133030787, 0.8550165831778462, 3.826590799784199, 0.8758832586662529, 0.29474490198783015, -0.37151505601183316, 1.4301262719347934, -1.8941906538770428, -1.3121937040887073, -0.4254112145196159, 0.7281261145459998, -0.5647571535817998, 0.6868967658627405, -0.4748434364587183, 1.7717034339926008, -0.7149236935401281, -0.550812805475727, 0.0979451717931538, 0.22488849324827734, -0.3174119679914715, 0.92386298535638]",264458385368.34494
1,"[169388.31224186206, 129909.82364243055, 2.152268076012427, 3.5918608834627213, 55630.75498160902, 17178.09133021836, 56309.13637481561, 13861.107741601008, 1954.026959648991, 394.4584439201547, 2765.0, 2300.0]","[33.144844058490804, 0.302294580091875, 1.518095446709965, 0.33616792339680635, 12.69175565406474, -5.2570188985494015, 0.19206829613699025, -2.914099715972638, -6.535592075350971, -2.2794325077085644, 4.5509536516762, -6.941515569999914, -0.9364671452772242, -0.07517310385640757, -2.2031639819744036, -2.979501617881092, 0.1445294335463082, -2.3958780931484056, -3.562764361218254, -1.0774411966928155, 2.201033604004185, 3.3120629775977046, -1.5882372394980713, 0.5385100082996894, -0.9787927796604512, -2.0001228183514788, 3.346859175161048, -1.8326023871695714, 4.429172827806348, 0.09664463062531932, -1.1246373675942822, 0.0826099589366847, -0.25361960836931535, 0.8400640817525311, 5.137906196298535, -0.7327673824477678, 2.0182460233405752, -1.605033259672808, 2.912356002995232, 0.2866106391224075, 0.1437552034379957, 1.374426097960778, -1.2565021763767197, 1.292678564904637, -2.8769933030002095, -0.7613649675172921, -0.2708951201344396, 2.378584654709509, -1.0493392994182271, 1.356971771306537, -1.492349562793794, -1.1653076505582711, -1.9541790284372005, 2.408043689551863, -0.467040812859744, 0.6622182118935506, -1.1048520621479219, 0.12364900821134213, -1.5431851825746035, 0.15547247289556443, -0.34527798676204274, -1.0465133117993142, -0.19929268515049522, 1.067545133295113, -1.0012567646401103, -0.6385392405208957, -0.6924095998580149, -0.4049224910553222, 2.1855065813420893, -0.6642450621872955, -1.8136560754778908, -1.7255515096197083, 0.4712280344876682]",551165064533.857
1,"[169388.31223522368, 129909.8638515024, 3.1812405685449763, 3.58545676506948, 55630.129305016, 17178.00494110844, 56309.145817041965, 13861.218170847402, 197.23085027886955, 10648.029952333742, 2765.0, 2300.0]","[33.04197371833533, 0.4254683914123194, 4.491494181820224, 4.561097808321613, -12.343240642167961, 3.6204590349350516, -1.0266029604315343, 8.703468678584343, -0.9209232183876637, -0.34748171047864024, -1.4611332113506945, -3.5133467915868404, 10.596153583602478, 6.677225210956689, 3.535742764796001, -9.131683804220735, -6.796035035787599, -1.434542550697832, 2.9455709192167174, -7.134758515498746, -4.332118075692939, -2.641410179491332, -4.415553814018957, 1.0476900414166732, -4.807362503555278, -0.12368222178765285, 1.176203167393522, -5.055908883156187, 1.0195144874736548, -0.06510385862198104, -4.533736381935261, 0.6655090718218951, -5.962929047853691, -0.5390643938127445, 4.413252524960496, 0.06378628511821449, 4.7687114848690495, -2.2511627681141793, 2.5181231559591333, 1.7468412230273282, -1.437954154722715, 1.2308140656600417, -0.9210507748642223, 0.29641598654204904, -0.5188846073028792, 2.1100128360853994, -1.6776196353265345, -1.4407698747564148, 1.8830464543023224, -1.7718992910265607, 0.48548322863732385, -1.1984695162823487, 2.314523019600299, 2.681571498277727, -1.0244058677707575, 2.1775545673498216, 0.9394539428191986, -0.1591929288811533, -1.3143102827872581, 0.6383836042315106, -3.4747301208413615, 0.7236448476394522, 1.933631847262945, 1.9440646904735106, 0.7606157570989506, -0.9680655162732213, -0.9797609970014968, 1.7536641625122527, -0.22280104621156327, -0.9850575249085309, -0.39118720942824964, -1.2812291143303183, -1.270071750678348]",202064459777.32928
1,"[169427.11475855287, 121913.60819956804, 1.8694833778622055, 3.585456518079459, 55630.2550822917, 17178.266792372826, 56309.234947425975, 13861.218170895232, 66.15207188295332, 10648.030734315676, 2765.0, 2300.0]","[33.03648122904997, -3.7729958968934407, 0.026931164191182216, -0.5845613675399973, 8.434199913704235, -4.890450484761261, -7.9674980602133, 0.7233951638618402, 0.6794077417421809, 15.16782222201193, -3.2656194945589934, -3.536329103215098, -3.2933018154183933, 0.5289064015457526, 0.992024887314853, 0.7571733309844376, -0.8063752504759145, -2.681419571562872, -2.686950509580254, -0.3253158570476877, 3.1434185686422893, 4.657054630819696, -0.7423852469048275, 3.0433698784833756, 2.805687522606163, 4.877787990875007, -1.1338963192620222, -0.9262112631655268, 0.23416804859769944, 8.1572761877316, 5.981639966090065, 0.03333739084450215, -2.761884501011836, -1.7315509645448552, -1.2775019049395493, -4.315691024967771, -1.1077678157953783, 1.2073445866480539, -2.3757734355558555, 0.20198913426981643, -3.798101154446329, -2.1486328540100086, 1.4884779318443806, 0.34186333391921436, -2.2821246473114387, -0.2954496597133026, 2.577005651337403, 3.225277835370521, 2.9956798672519156, 0.08968829736834953, -1.7363026761454055, 1.2218733953953838, 1.2227522924930339, 0.06640353693802044, -0.9249454043001691, 1.1796070955969975, -0.22697969779419863, -0.026852329990000423, 1.6132327038668561, -1.2222855416024303, -1.8274634401018748, 0.653346772214831, 2.277194718934045, -1.6938847699346193, -1.7647832035107294, 0.4325181412749494, -2.0301108047293064, -0.40789869074115076, 2.063484346238422, 1.64190590765135, 1.835595113601317, -0.03195258402694231, 0.16804516798532074]",181549144127.6871
1,"[169403.09746280886, 140202.8025030034, 3.083105008162049, 3.591860148065546, 55630.198102309485, 17178.052186811565, 56309.14581704085, 13861.107741551372, 8.068057350545072, 3647.598948846891, 2765.0, 2300.0]","[32.24484200567156, -9.868494072012679, -8.877189976241828, -12.862740640485473, -5.180174418221233, 2.757781426309138, -7.515061171125539, 1.0739720290527168, -1.197942871661205, 8.869011235232835, -3.1260688993214605, -10.038861223667476, -8.381679065776765, -6.220447601938823, 0.48957204911338253, 2.29338486489127, -0.10995554735114788, 2.5305111477933564, 3.0839755569199636, -5.022246523354727, 5.061874846780906, 3.916020891006653, -3.57946971986418, 4.918747367651548, 4.08020074515977, 1.395917825425878, 1.1461772319435812, 1.5673980851067049, -0.3755725457299919, 2.763011695138486, -4.428606850770141, -1.4425534706334462, -0.8073751976277664, 3.0295487969652615, -0.9393349837900071, 2.0135302547142584, -1.0808232586138193, 0.4875170516768296, -1.4615666300727583, 3.3938091438583378, 0.031734443457447865, -1.233347787052865, 0.251004832189504, -1.0405012945340277, -0.4546492905138864, 0.03372242847602135, -1.3823702299834244, -2.4647881344390052, -0.04952274792111682, -1.941219414615839, 0.9914938873086017, -0.16643302995087111, -0.2688760879573697, -0.33107331937325374, -2.7631891785476936, 0.1736940777324311, 0.18891287801302756, -1.5464146855869618, 1.3021058780007515, -0.010204961628897845, -0.5292868061325642, -1.0572667067728567, 1.5393139807056455, -0.8971205764832454, -0.1337865191175077, -1.6190263583340574, -0.0489260592705987, 1.4188080774574625, 0.10221584574055384, 1.8009418054108322, -1.441561739945172, -0.12833335534667653, 0.6234989649732443]",253045277648.6839
1,"[169392.0123211607, 121169.17077609277, 3.0831016603031824, 3.4543728669753557, 55630.75498218693, 17178.228332485087, 56309.14522730853, 13861.09427716488, 14.421200981338231, 26.96976015871779, 2765.0, 2300.0]","[33.244508498461656, -6.305626070208038, -0.22028258895938477, 9.673815398481194, -0.06799364968515725, -3.650639067404146, -9.863957821132045, 0.12779441115254658, 7.796809430326513, 2.9717378918277166, 9.870193856890698, -0.167938032770868, -1.0762261030474374, -7.326878687317907, 2.0793898748232436, -2.1673403352741865, 5.70551893384036, -1.062582763591758, -0.20343786228538902, 2.802220727029601, 0.9644364449668448, 3.4224891645125948, -0.5373592435498548, 0.10282357455196008, 0.8533456566477442, -0.58653232851785, -8.931012337134097, 3.6249909600032617, 0.2198830210553392, -2.1262765044037755, -2.6311966963788507, 1.1748054720842689, 2.044078127588183, -0.8725793480430678, -3.456397347896908, 2.133178418688656, -0.7266978508238584, 0.5448351575704863, -1.6897741465020641, 0.3860914484238474, 1.7308136882497436, 0.9070815670404783, -1.5955770763953276, -2.499448879129578, 2.5085608133403277, 0.4030678235028553, 1.9783475668531845, -2.1728824511612044, -1.2063929751156868, -1.3919510404143312, 0.6022186350522399, 0.25904479210451425, 1.731682093067892, 0.40761619379111497, 0.41556775430035414, -0.20865291679227357, 0.10423372040472025, -0.1776620441329675, -0.0007898377610926513, -1.7974973532094454, -2.087877237094264, -0.052398357152215205, 0.9335199193530922, -1.313643176724677, -2.343763073926234, 1.3753362415090922, -0.2005857495771293, -0.7327295286380167, 1.1747437439212138, 0.7564097497839668, -0.6682299427145909, 0.9603180989471544, -1.5504949465367552]",197180234395.03824
1,"[169392.0123890566, 129909.85105906682, 1.8694832089934341, 3.06450085520129, 55630.19810265037, 17178.01466689782, 56309.23494743033, 13861.107741627862, 66.15439298101015, 28.871388764395345, 2765.0, 2300.0]","[32.98263818874698, 1.0519095008264714, -0.9909611631309441, 6.181723594156771, -3.355406532274915, 5.586178851713828, 8.212387986487244, -2.5718341115243546, -2.369388339105707, 0.23501568376465853, 4.5512179693891435, 0.9733245495052076, -0.6853623620191172, -9.43616918278908, 2.1727133676071984, -0.5491593810227632, -1.8986390547761214, -5.135110219664016, 0.43215414620103104, 0.5517284585577408, -6.293537007514868, -0.4871213515782085, -0.37577200575482994, 1.9059967342115582, 3.0726088643285228, 1.9107310873685621, -2.833507324489738, 1.0308281743322774, -0.8732728393758378, 0.5297976264462809, 2.0502239864113934, -4.020342989977879, -1.4898447406570163, -1.4650914506339128, -3.3498313871396914, -3.4865507539507794, 3.64400189635104, -2.4891727666981516, 1.1816720712113575, -2.4672436159085356, -0.7716981851463105, 0.7026304428992949, -1.476893328576905, 2.86517366848867, -0.4976756831956501, -0.6734715041813197, 0.6318704743871356, -0.4763395261818382, 0.7628577237915362, 0.07148043172054765, 0.6855903245267336, -0.08165248714756132, 2.2354816397428205, 1.6764710779675787, -1.0642440493868857, 2.741273584613776, 0.8711114291430625, -0.08978888575774424, -0.22717916045461353, -1.2169621784463953, -1.2397366868076107, 0.7274898408682215, 0.6948666410414228, -0.7156215770868143, 1.0867352223208164, -0.5629805085676498, -1.884401408271789, 0.1837626810162402, -1.0997308342298864, -0.8515337636442666, -0.08388433608785777, 0.05182426509340595, 0.9666492856790035]",195857285158.1657
1,"[169419.51248382963, 121169.03658807221, 4.018607998227994, 2.3385121174952284, 55630.00198698689, 17178.452267077504, 56309.015475853994, 13861.041749287073, 28.036860636681787, 3908.0579590207944, 2765.0, 2300.0]","[32.913765354722685, -0.13355417904371933, -4.014386719934405, 6.152657102688263, 1.8941826265100026, 4.335037368129285, 6.9970951466765765, -7.940756810267898, 6.226875462528936, -4.118594110116936, 5.533222486052211, -3.1826134990664166, -1.6217448084604578, 1.8501527078152322, -1.0394931681556139, -5.430502548298867, 2.9708579470601246, 1.7276157832421275, -2.1582248334323104, 1.6342182367104614, -1.9095146826577438, -0.14003897157741116, -3.314079312208418, 1.7867649383621822, -0.2240493260116518, -1.636258880827478, 1.208483175539852, -5.194264164473676, -1.0392105402004421, 1.8614707479095138, -1.0218927182730613, 1.4426161119878298, -0.11106434204874883, 0.6911255273064398, -4.526446893822612, 1.4665593580849599, -1.814456607947268, -0.29236633924831923, -0.6487417753688646, -4.060238577388814, -2.853779681031499, -0.10875126698599993, 1.4019960864998562, 2.281000409567517, -4.586463857120271, 0.8488874776410652, -0.6094382702709519, -2.058235263048825, -0.8866712092807217, -1.784910596734612, 2.311116674471003, 1.05801668171801, -0.4184370935030828, -3.9405365340446945, 1.5257402322570335, -0.7608680551133548, 1.0239764916765206, 1.3640638584320182, 1.4912269440297565, 0.11044355429215273, 3.6809604777777114, -1.3370747534909577, 1.2319637918467106, -0.5388014236488657, 0.042005735700784065, -1.7361372026990547, 1.237977036795386, 1.1789195204744614, 2.341277611401426, 0.5426880557657268, 1.1804376834888914, -0.9461720585596339, -1.7758418426807134]",188049403954.3353
1,"[169409.5767179382, 110160.43390057827, 3.1812386603939617, 3.9821156743797297, 55632.257813698714, 17178.228331600385, 56309.14522819854, 13861.12991185873, 197.23346033089902, 26.998449885698786, 2765.0, 2300.0]","[32.43651493617685, 14.51981565912753, 2.0693822162709434, -0.0962035987751915, 5.323722267785472, -3.1221061968072146, -12.468220810534174, 2.137011278557209, 7.107461064966559, -3.989331864631324, 0.8307336458302059, 3.3200568431802595, 4.617045860182106, -7.320769644500995, -3.6543153464764826, -3.21231417104282, 1.9531640264948058, -3.363798077141844, 0.9893316403459991, 3.6920436459456125, 1.4861539730694582, -1.9794765662579612, 0.4989057376094847, -4.797209185855883, -0.17859808106937472, -4.737870352236641, 0.009337089982865233, -1.3280992099953004, -0.31048923686231233, 0.24159368328653996, 0.032615187507396684, 1.2344989589806044, -5.409709623071871, 0.9556041694621837, -2.1321891119285836, 1.279339648102462, -0.9756541516037783, -3.1173299327231465, 4.328605174574574, 2.6730972195436884, 0.8853639854815982, -0.7339156430108518, -4.24217681606348, 3.5497484415712957, 0.49827191660451037, 0.6289325992335552, -0.19214345862079807, 0.04839115458395804, -1.990973635706418, 0.24247453984102893, -1.4954180678624853, 1.942363657608328, -0.3366376745890476, -3.3005470621643753, -0.525916993981854, 0.5498585105864583, 2.075899031066442, 0.9349023961020645, -1.1426727852253418, 0.14667215290709748, -0.4225777670947648, -2.4279910943245113, 0.8829387545799765, -0.00462398582512123, 0.2885265110584467, -0.9014530022917446, 0.7147776648578872, -0.9523914210983722, -0.867851237094053, -0.865948190442598, 0.3486144359941298, -1.9713525212098149, 2.604763402415964]",441573872809.209
1,"[169388.31226254828, 110160.24587335563, 3.177793815315957, 3.454362505076596, 55632.25782142723, 17178.091331106865, 56309.22364830597, 13861.015157071384, 66.1390060834609, 10648.0231170839, 2765.0, 2300.0]","[33.22380255662046, 8.776549231435716, 11.758878655122906, 10.589870358456206, -5.062881099934322, -2.388059623846949, -0.001883993991282973, 4.624863103072583, -4.630528247932372, 2.778812714768017, 1.1195163644907553, 3.0148774396109714, 5.169319868920772, -5.478632435210704, 0.07036372581443706, -0.48348109777103687, -2.293716083501394, -2.2168547838651382, 2.0370972320655865, -3.4375921068836583, 0.5136796073363854, -0.8376328034902261, 0.9357846750935812, -5.949231910631758, 2.4017421861972528, -0.6170085822274647, -1.818017515008649, 0.08225778036206652, 0.884347880650144, -4.952339853071402, 0.3180400033309384, 0.46878948140299126, -2.5348021324775765, 1.2454146639569652, -2.489743840055889, -3.2120019756375893, -1.8769077668194292, -1.1509721086206732, -4.501812983853702, 0.7145555427031306, -0.9960462266562036, -0.635024229237054, -1.9438191019011568, -1.0528027800200468, 0.11832225273870138, 1.8584780464234423, 3.047457901868846, 1.4414748199148157, -0.5084109966533139, -0.8820603727854522, 2.2588383427081498, 0.25715059846919336, 1.576347764291371, -0.9635681048916334, -2.1038184716061665, -1.6164075845636379, -0.042621247389316115, 0.6252327972177065, 0.5445456867825326, 0.05727760473839026, -2.9749970940304538, -0.7273873340451587, 0.6255011238198773, 1.54606024594468, 0.18381315310704727, 1.1759259629966283, 0.0029077025075410915, 0.799157121869159, 2.3683994153404586, -0.04540509217549963, -1.6159963248154383, 0.641867225891704, -0.19750347717065594]",184480992346.90622
